13|92|6.64596|4.53361,2.21165;4.5675,2.22631;|1111 1112 1122 1312 1322 1112 1122 1311 2311 1111 3311 1311 2311 1111 3311 1111 2311 1111 3311 1111
13|94|6.64596|4.53361,2.21165;4.5675,2.22631;|1111 1112 1122 1312 1322 1112 1122 1311 2311 1311 2311 1111 3311 1111 3311 1111 2311 1111 3311 1111
13|102|4.29968|5.45816,1.62889;5.46399,1.62628;|1111 1311 2311 1111 3311 1322 2311 1111 3311 1111 1312 1122 1112 1311 2311 1111 3312 1111 3322 1111
13|114|4.29968|5.45816,1.62889;5.46399,1.62628;|1111 1311 2311 1111 3311 1322 2311 1111 3311 1111 1312 1122 1112 1311 2312 1111 2322 1111 3311 1111
13|130|4.33092|5.45812,1.64545;5.46399,1.64304;|1111 1311 2311 1111 3311 1322 2311 1111 3311 1111 1312 1122 1112 1312 1322 1111 2311 1111 3311 1111
13|176|4.33092|5.53224,1.64254;5.53224,1.64254;|1111 1311 2311 1111 3311 1312 1322 1112 1122 1312 1322 1111 2311 1111 3311 1111 2311 1111 3311 1111
13|411|6.64596|4.43422,2.22489;4.45671,2.21474;|1111 1112 1122 1322 2311 1111 3311 1111 1312 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1111
13|419|6.64596|4.43422,2.22489;4.45671,2.21474;|1111 1112 1122 1322 2311 1111 3311 1111 1312 1122 1112 1311 2311 1111 3311 1311 2311 1111 3311 1111
13|1722|7.23785|2.99497,2.58244;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3311 1311 2311 1111 3311 1311 2311 1111 3311 1111
13|3015|7.23785|2.99497,2.58244;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1311 2311 1111 3311 1311 2311 1111 3311 1111 3311 1111
13|3122|4.56117|5.43422,2.22489;5.45671,2.21474;|1111 1122 1112 1322 2311 1111 3311 1111 1312 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1111
13|3124|4.56117|5.43422,2.22489;5.45671,2.21474;|1111 1122 1112 1322 2311 1111 3311 1111 1312 1122 1112 1311 2311 1111 3311 1311 2311 1111 3311 1111
13|3132|4.29968|5.53219,1.62599;5.53219,1.62599;|1111 1311 2311 1111 3311 1312 1322 1112 1122 1311 2312 1111 2322 1111 3311 1111 2311 1111 3311 1111
13|3144|4.29968|5.53219,1.62599;5.53219,1.62599;|1111 1311 2311 1111 3311 1312 1322 1112 1122 1311 2311 1111 3312 1111 3322 1111 2311 1111 3311 1111
13|3160|4.33092|5.53224,1.64254;5.53224,1.64254;|1111 1311 2311 1111 3311 1312 1322 1112 1122 1322 2311 1111 3311 1111 1312 1111 2311 1111 3311 1111
13|3206|4.33092|5.45812,1.64545;5.46399,1.64304;|1111 1311 2311 1111 3311 1322 2311 1111 3311 1111 1312 1122 1112 1322 2311 1111 3311 1111 1312 1111
13|3441|4.56117|5.53361,2.21165;5.5675,2.22631;|1111 1122 1112 1312 1322 1112 1122 1311 2311 1111 3311 1311 2311 1111 3311 1111 2311 1111 3311 1111
13|3449|4.56117|5.53361,2.21165;5.5675,2.22631;|1111 1122 1112 1312 1322 1112 1122 1311 2311 1311 2311 1111 3311 1111 3311 1111 2311 1111 3311 1111
13|4545|7.23785|2.99497,2.58244;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3311 1311 2311 1311 2311 1111 3311 1111 3311 1111
13|5345|7.23785|2.99497,2.58244;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1311 2311 1311 2311 1111 3311 1111 3311 1111 3311 1111
13|6087|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1311 2311 1111 3311 1111
14|211|4.29968|5.53219,1.62599;5.53219,1.62599;|1111 1311 2311 1111 3311 1312 1322 1112 1122 1411 2411 1111 3411 1111 4411 1111 2311 1111 3311 1111
14|400|4.77566|4.51581,2.19188;|1111 1112 1122 1411 2411 1112 1122 1311 2311 1311 2311 1111 3311 1111 3311 1111 3411 1111 4411 1111
14|403|4.77566|4.51581,2.19188;|1111 1112 1122 1411 2411 1112 1122 1311 2311 1111 3311 1311 2311 1111 3311 1111 3411 1111 4411 1111
14|423|4.77566|4.48415,2.19178;|1111 1112 1122 1411 2411 1111 3411 1111 4411 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1111
14|457|3.26754|5.51581,2.19188;|1111 1122 1112 1411 2411 1112 1122 1311 2311 1311 2311 1111 3311 1111 3311 1111 3411 1111 4411 1111
14|1177|4.29968|5.45816,1.62889;5.46399,1.62628;|1111 1311 2311 1111 3311 1322 2311 1111 3311 1111 1312 1122 1112 1411 2411 1111 3411 1111 4411 1111
14|1366|3.26754|5.48415,2.19178;|1111 1122 1112 1411 2411 1111 3411 1111 4411 1122 1112 1311 2311 1111 3311 1311 2311 1111 3311 1111
